Entity ID,API/UWI,API/UWI List,Monthly Production Date,Monthly Oil,Monthly Gas,Monthly Water,Well Count,Days,Daily Avg Oil,Daily Avg Gas,Daily Avg Water,Reservoir,Well/Lease Name,Well Number,Operator Company Name,Production Type,Production Status,Entity Type
200580,42051301080000,420513010800,1976-08-01,0,138,2,1,0,0.00,4.00,0.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1976-08-01,0,10575,0,1,0,0.00,341.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1976-08-01,0,15377,0,1,0,0.00,496.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1976-09-01,0,10563,0,1,0,0.00,352.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1976-09-01,0,9188,0,1,0,0.00,306.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1976-09-01,0,13320,0,1,0,0.00,444.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1976-10-01,24,11007,0,1,0,0.00,355.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1976-10-01,0,7951,0,1,0,0.00,256.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1976-10-01,0,12924,0,1,0,0.00,416.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1976-11-01,0,1362,8,1,0,0.00,45.00,0.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1976-11-01,0,12926,0,1,0,0.00,430.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1976-11-01,0,3717,0,1,0,0.00,123.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1976-11-01,55,10532,0,1,0,1.00,351.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1976-11-01,0,7656,0,1,0,0.00,255.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1976-11-01,0,10908,0,1,0,0.00,363.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1976-12-01,0,9784,0,1,0,0.00,315.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1976-12-01,0,2321,0,1,0,0.00,74.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1976-12-01,0,12097,0,1,0,0.00,390.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1976-12-01,0,8868,0,1,0,0.00,286.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1976-12-01,0,11587,0,1,0,0.00,373.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-01-01,0,10216,0,1,0,0.00,329.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-01-01,0,2102,0,1,0,0.00,67.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-01-01,0,10532,0,1,0,0.00,339.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-01-01,0,7656,0,1,0,0.00,246.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-01-01,0,9984,0,1,0,0.00,322.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-02-01,0,8817,0,1,0,0.00,314.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-02-01,0,2230,0,1,0,0.00,79.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-02-01,28,9084,0,1,0,1.00,324.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-02-01,0,5781,0,1,0,0.00,206.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-02-01,0,8475,0,1,0,0.00,302.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-03-01,0,9827,0,1,0,0.00,317.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-03-01,0,4377,0,1,0,0.00,141.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-03-01,40,9420,0,1,0,1.00,303.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-03-01,0,3666,59,1,0,0.00,118.00,1.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-03-01,0,6106,0,1,0,0.00,196.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-03-01,0,3416,27,1,0,0.00,110.00,0.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-03-01,0,10015,0,1,0,0.00,323.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-04-01,10,5119,0,1,0,0.00,170.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-04-01,302,15930,97,1,0,10.00,531.00,3.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-04-01,0,9444,0,1,0,0.00,314.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-04-01,0,1312,0,1,0,0.00,43.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-04-01,24,7836,0,1,0,0.00,261.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-04-01,0,7915,127,1,0,0.00,263.00,4.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-04-01,0,5477,0,1,0,0.00,182.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-04-01,201,4164,76,1,0,6.00,138.00,2.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-04-01,0,7800,62,1,0,0.00,260.00,2.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-04-01,0,8839,0,1,0,0.00,294.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-05-01,17,9875,0,1,0,0.00,318.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-05-01,1610,52737,322,1,0,51.00,1701.00,10.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-05-01,0,9493,0,1,0,0.00,306.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-05-01,0,1032,0,1,0,0.00,33.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-05-01,1,5155,0,1,0,0.00,166.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-05-01,0,8422,135,1,0,0.00,271.00,4.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-05-01,0,4484,0,1,0,0.00,144.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-05-01,75,7710,140,1,0,2.00,248.00,4.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-05-01,0,6308,50,1,0,0.00,203.00,1.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-05-01,0,9815,0,1,0,0.00,316.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-06-01,167,7670,0,1,0,5.00,255.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-06-01,874,30350,185,1,0,29.00,1011.00,6.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-06-01,0,8990,0,1,0,0.00,299.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-06-01,0,809,0,1,0,0.00,26.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-06-01,5,2860,0,1,0,0.00,95.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-06-01,0,7986,128,1,0,0.00,266.00,4.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-06-01,0,5738,0,1,0,0.00,191.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-06-01,687,19790,360,1,0,22.00,659.00,12.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-06-01,0,5634,45,1,0,0.00,187.00,1.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-06-01,0,9087,0,1,0,0.00,302.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-07-01,67,4476,0,1,0,2.00,144.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-07-01,806,26723,163,1,0,26.00,862.00,5.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-07-01,0,9383,0,1,0,0.00,302.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-07-01,0,819,0,1,0,0.00,26.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-07-01,5,2138,0,1,0,0.00,68.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-07-01,0,7844,126,1,0,0.00,253.00,4.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-07-01,0,5357,0,1,0,0.00,172.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-07-01,538,14961,272,1,0,17.00,482.00,8.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-07-01,0,4503,36,1,0,0.00,145.00,1.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-07-01,0,9630,0,1,0,0.00,310.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-08-01,67,4476,0,1,0,2.00,144.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-08-01,641,24750,151,1,0,20.00,798.00,4.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-08-01,0,9318,0,1,0,0.00,300.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-08-01,0,1027,0,1,0,0.00,33.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-08-01,5,2733,0,1,0,0.00,88.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-08-01,0,8018,128,1,0,0.00,258.00,4.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-08-01,0,5467,0,1,0,0.00,176.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-08-01,375,8840,161,1,0,12.00,285.00,5.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-08-01,0,3488,28,1,0,0.00,112.00,0.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-08-01,0,9789,0,1,0,0.00,315.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-09-01,2,4554,0,1,0,0.00,151.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-09-01,587,19451,119,1,0,19.00,648.00,3.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-09-01,0,8992,0,1,0,0.00,299.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-09-01,0,744,0,1,0,0.00,24.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-09-01,3,4426,0,1,0,0.00,147.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-09-01,0,7027,112,1,0,0.00,234.00,3.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-09-01,0,5034,0,1,0,0.00,167.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-09-01,326,10008,182,1,0,10.00,333.00,6.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-09-01,0,3606,29,1,0,0.00,120.00,0.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-09-01,0,9415,0,1,0,0.00,313.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-10-01,1,3575,0,1,0,0.00,115.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-10-01,374,14108,86,1,0,12.00,455.00,2.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-10-01,0,8408,0,1,0,0.00,271.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-10-01,0,773,0,1,0,0.00,24.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-10-01,0,5782,0,1,0,0.00,186.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-10-01,0,6847,110,1,0,0.00,220.00,3.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-10-01,0,4547,0,1,0,0.00,146.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-10-01,301,7741,141,1,0,9.00,249.00,4.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-10-01,0,4070,33,1,0,0.00,131.00,1.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-10-01,0,8765,0,1,0,0.00,282.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-11-01,2,2460,0,1,0,0.00,82.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-11-01,396,12958,79,1,0,13.00,431.00,2.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-11-01,0,7649,0,1,0,0.00,254.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-11-01,0,635,0,1,0,0.00,21.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-11-01,0,3995,0,1,0,0.00,133.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-11-01,0,5994,96,1,0,0.00,199.00,3.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-11-01,0,4458,0,1,0,0.00,148.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-11-01,192,6388,116,1,0,6.00,212.00,3.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-11-01,0,2790,22,1,0,0.00,93.00,0.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-11-01,0,8076,0,1,0,0.00,269.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1977-12-01,1,1181,0,1,0,0.00,38.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1977-12-01,327,12845,78,1,0,10.00,414.00,2.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1977-12-01,0,7626,0,1,0,0.00,246.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1977-12-01,0,471,0,1,0,0.00,15.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
200633,42051301120000,420513011200,1977-12-01,0,4424,0,1,0,0.00,142.00,0.00,NAVARRO,"WHITED, J. D.",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200580,42051301080000,420513010800,1977-12-01,0,6181,99,1,0,0.00,199.00,3.00,"NAVARRO, LOWER","HELM, D. G. UNIT I",1 A,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
200492,42051301030000,420513010300,1977-12-01,0,3445,0,1,0,0.00,111.00,0.00,NAVARRO,"TWEDELL, HELEN",1,TOTAL MINATOME CORPORATION,GAS,INACTIVE,WELL
200405,42051300850000,420513008500,1977-12-01,196,5622,102,1,0,6.00,181.00,3.00,"11,600","MOORE, JESSE",1,DALECO RESOURCES,GAS,INACTIVE,WELL
200381,42051301050000,420513010500,1977-12-01,0,2779,22,1,0,0.00,89.00,0.00,"NAVARRO, LOWER",WHITED UNIT,1,HOPE TRUST OPERATING AGENCY,GAS,INACTIVE,WELL
191116,42051000210000,420510002100,1977-12-01,0,8345,0,1,0,0.00,269.00,0.00,NAVARRO,BLACK CATHY M.,1,DEVON ENERGY,GAS,INACTIVE,WELL
201154,42051301310000,420513013100,1978-01-01,2,595,0,1,0,0.00,19.00,0.00,3110,COFFIELD,2 M,FERGUSON-BURNS LEASING CO.,GAS,INACTIVE,WELL
200910,42051301100000,420513011000,1978-01-01,306,11671,71,1,0,9.00,376.00,2.00,"11,600","MOORE, JESSE",2,DALECO RESOURCES,GAS,INACTIVE,WELL
200813,42051301130000,420513011300,1978-01-01,0,7121,0,1,0,0.00,229.00,0.00,NAVARRO,"BLACK, DAVID",3,DEVON ENERGY,GAS,INACTIVE,WELL
200715,42051300930000,420513009300,1978-01-01,0,525,0,1,0,0.00,16.00,0.00,NAVARRO,BOYD-EANES -B-,4,"BETRO, INC.",GAS,INACTIVE,WELL
